k01.01,k01.02,k01.03,k01.04,k01.05,k01.06,k02.07,k02.08,k02.09,k03.10,k03.11,k03.12,k03.13,k03.14,k03.15,k03.16,k03.17,k03.18,k03.19,k03.20,k03.21,k03.22,k03.23,k03.24,k05.34,k04.26,k04.27,k04.28,k04.29,k04.30,k04.31,k03.25,k04.32,k04.33,k05.35,k05.36,k05.37,k05.38,k05.39,k05.40,k05.41,k05.42,k05.43,k05.44,k05.45,k05.46,k05.47,k05.48,k06.49,k06.50,k06.51,k07.52,k07.53,k07.54,k07.55,k07.56,k08.57,k08.58,k09.59,k09.60,k09.61,k09.62,k09.63,k09.64,k09.65,k10.66,k10.67,k10.68,k10.69,k10.70,k10.71,k10.72,k10.73,k10.74,k10.75,k10.76,k10.77,k10.78,k11.79,k11.80,k11.81,k11.82,k11.83,k12.84,k12.85,k13.86,k13.87,k13.88,k13.89,k13.90,k13.91,k13.92,k13.93,k14.94,k14.95,k14.96
2021/03/04 14:39:20,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1982,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,1-3 jam,Sangat sulit (sering meminta bantuan orang lain dalam melakukan aktivitas online),Biaya internet yang mahal; Jaringan internet yang tidak bagus; Tidak terbiasa melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Menjaga dan merawat pasien di IGD, rawat inap atau PONED",3-5 jam,3-5 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,1-3 jam,,Puskesmas,,,,,Puskesmas,,,,"Kurang dari Rp100.000,00","Kurang dari Rp100.000,00",,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Lintas sektor (kelurahan, RT/RW) tidak kooperatif","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya",Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,4,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Mendapat insentif/reward yang sesuai,WhatsApp,WhatsApp,Form PE kertas; New All Record (NAR),Form Excel; Aplikasi Pelaporan (Pikobar),2-3 hari sekali,4,4,Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien; Menerima hasil swab secara cepat,"Kurang dari Rp1.000.000,00",Ya,Asep Setiawan
2021/03/04 14:34:06,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1987,Wanita,Diploma/S1,Tidak mengikuti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Pribadi,Puskesmas,,,,Pribadi,Puskesmas,,,,"Rp300.001,00 - Rp500.000,00","Rp300.001,00 - Rp500.000,00",BOK Operasional Kesehatan,"Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif",Alamat kontak erat tidak ditemukan; Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya,Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer),Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan,5,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon,WhatsApp; Telepon,Form PE kertas; Form Excel; New All Record (NAR),Form PE kertas; Form Excel; New All Record (NAR),4-5 hari sekali,4,4,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Melakukan pelaporan dengan lebih praktis,"Rp3.000.001,00 - Rp4.000.000,00",Ya,"Candra Wulan Eka S,AMd.Keb"
2021/03/04 14:33:06,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1996,Wanita,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Internet,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,1-3 jam,Pribadi,,,,,Pribadi,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp300.001,00 - Rp500.000,00",,"Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik)",3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon,WhatsApp; Telepon; Kunjungan langsung,Form Excel,Form Excel; New All Record (NAR); Email,2-3 hari sekali,3,,Menyimpan dan memindahkan data secara offline dan mudah; Memprioritaskan kontak erat yang memiliki resiko tinggi dengan cara yang lebih cepat; Menerima hasil swab secara cepat,"Kurang dari Rp1.000.000,00",Ya,FINA
2021/03/04 14:31:57,Relawan,Dinas Kesehatan,1999,Wanita,Diploma/S1,Mengikuti secara penuh,Ya,Entri dan rekap data,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat tidak setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Tidak setuju,Tidak setuju,Sangat setuju,Tidak setuju,Sangat setuju,Tidak setuju,Tidak setuju,Tidak setuju,Sangat setuju,Sangat setuju,"Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19",Melindungi masyarakat dari risiko penyebaran COVID-19,Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Handphone; Laptop,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Diskusi dengan rekan sesama tenaga kesehatan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,
2021/03/04 14:30:34,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1990,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,Lebih dari 5 jam,Sangat mudah (selalu melakukan sendiri dalam melakukan aktivitas online),Biaya internet yang mahal,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,Melaksanakan dan mengawasi kesehatan lingkungan,3-5 jam,3-5 jam,1-3 jam,Lebih dari 5 jam,3-5 jam,Lebih dari 5 jam,1-3 jam,1-3 jam,Pribadi,,,,,Pribadi,,,,,"Kurang dari Rp100.000,00","Rp100.000,00 - Rp300.000,00",Tidak ada,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan,3,Ingin segera menyelesaikan tugas dalam pelacakan kontak; Mendapat insentif/reward yang sesuai; Pekerjaan saya bisa membantu masyarakat,WhatsApp,WhatsApp; Telepon,Form PE kertas; Form Excel,Form PE kertas; Form Excel; WhatsApp Group,Tidak pernah,,2,Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien; Menyimpan dan memindahkan data secara offline dan mudah,"Kurang dari Rp1.000.000,00",Ya,Mochamad Ridha Guntur Saputra
2021/03/04 14:29:59,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1995,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,3-5 jam,Sulit,Tidak terbiasa melakukan aktivitas online,Diskusi dengan rekan sesama tenaga kesehatan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Menjaga dan merawat pasien di IGD, rawat inap atau PONED; Membantu piket di posko P3K",Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,Lebih dari 5 jam,1-3 jam,3-5 jam,Pribadi,,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",Makan sendiri,"Alamat kasus konfirmasi tidak lengkap; Alamat kasus konfirmasi tidak tersedia; Lintas sektor (kelurahan, RT/RW) tidak kooperatif","Alamat kontak erat tidak ditemukan; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,"Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Ketidaktersediaan fasilitas pendukung (komputer/laptop, internet, listrik); Kekurangan SDM untuk melakukan pelaporan",3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh,WhatsApp; Telepon,WhatsApp; Telepon,Form PE kertas; Form Excel; New All Record (NAR),Form PE kertas; Form Excel; New All Record (NAR); WhatsApp Group,2-3 hari sekali,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Transfer knowledge mengenai data kasus kepada kolega non-surveilans dengan mudah; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi,"Kurang dari Rp1.000.000,00",Ya,Januari anugrah
2021/03/04 14:29:53,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1995,Wanita,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,3-5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diklat/seminar/pelatihan,vasinasi covid,1-3 jam,Lebih dari 5 jam,Lebih dari 5 jam,3-5 jam,3-5 jam,3-5 jam,Kurang dari 1 jam,1-3 jam,Pribadi,,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",biaya pengiriman sampel ke dinkes,"Alamat kasus konfirmasi tidak lengkap; Keterlambatan rilis informasi kasus; Lintas sektor (kelurahan, RT/RW) tidak kooperatif","Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya",Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); pelaporan sebelum pengiriman sampel,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Ingin segera menyelesaikan tugas dalam pelacakan kontak; Mendapat insentif/reward yang sesuai,WhatsApp; Telepon; Email; Kunjungan langsung,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; Aplikasi Pelaporan (Pikobar); New All Record (NAR); Aplikasi milik Kab/Kota,Form Excel; New All Record (NAR); WhatsApp Group; Email; Aplikasi milik Kab/Kota,Sebulan sekali,3,3,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Memprioritaskan kontak erat yang memiliki resiko tinggi dengan cara yang lebih cepat; Menerima hasil swab secara cepat,"Rp1.000.000,00 - Rp2.000.000,00",Ya,AYU PATIKA SARI.S.KM
2021/03/04 14:28:36,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1989,Wanita,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop,3-5 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu)",1-3 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,Kurang dari 1 jam,Pribadi,Puskesmas,,,,Pribadi,,,,,"Rp100.000,00 - Rp300.000,00","Rp100.000,00 - Rp300.000,00",Tidak ada,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer),Kesulitan untuk menemukan kembali arsip kertas form PE; Banyak jenis pelaporannya ,,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh,WhatsApp; Telepon,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel,Aplikasi Pelaporan (Pikobar); New All Record (NAR); Email,4-5 hari sekali,2,2,Memperoleh data secara cepat dan akurat tentang riwayat pasien; Melakukan pelaporan dengan lebih praktis; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah,"Kurang dari Rp1.000.000,00",Ya,Anggie motiq septiar
2021/03/04 14:28:11,Surveilans/Petugas Pelacakan Kontak,Dinas Kesehatan,1975,Wanita,S2/S3,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone; Laptop; PC,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Pengelola SKDR",3-5 jam,1-3 jam,1-3 jam,3-5 jam,Kurang dari 1 jam,1-3 jam,1-3 jam,Kurang dari 1 jam,Pribadi,,,,,,,Dinkes Kab/Kota,,,"Rp300.001,00 - Rp500.000,00","Lebih dari Rp700.000,00",Fotocopy dan Mamin,"Alamat kasus konfirmasi tidak lengkap; Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia","Alamat kontak erat tidak ditemukan; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya)",Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Ketidaksinkronan data antara pencatatan manual dan excel/aplikasi; Kekurangan SDM untuk melakukan pelaporan; Kesulitan untuk menemukan kembali arsip kertas form PE,3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Telepon; Aplikasi,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel; New All Record (NAR),Form PE kertas; Form Excel; New All Record (NAR); WhatsApp Group; Email,Sebulan sekali,2,3,Memperoleh data secara cepat dan akurat tentang riwayat pasien; Menyimpan dan memindahkan data secara offline dan mudah; Melakukan pelaporan dengan lebih praktis,"Lebih dari Rp 4.000.000,00",Ya,Yani Haerani Nuriyah
2021/03/04 14:28:05,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1990,Pria,Diploma/S1,Mengikuti sebagian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,1-3 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan,"Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Menjaga dan merawat pasien di IGD, rawat inap atau PONED",3-5 jam,3-5 jam,Lebih dari 5 jam,Lebih dari 5 jam,3-5 jam,3-5 jam,Lebih dari 5 jam,1-3 jam,Pribadi,Puskesmas,,,,Pribadi,Puskesmas,,,,"Rp300.001,00 - Rp500.000,00","Lebih dari Rp700.000,00",,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia",Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; kontak erat menolak untuk dijadikan status kontak erat untuk dilakukan pemeriksaan swab dan isolasi karena alasan selama isolasi tidak bisa bekerja untuk mendapatkan uang dandikucilkan masyarakat,Pencatatan yang berulang (manual dan komputer); Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi; Kontak erat/kasus konfirmasi berhasil sembuh; Ingin segera menyelesaikan tugas dalam pelacakan kontak,WhatsApp; Telepon,WhatsApp; Telepon,Form PE kertas; Aplikasi milik Kab/Kota,Form Excel; New All Record (NAR); WhatsApp Group; Aplikasi milik Kab/Kota,2-3 hari sekali,4,4,Menerima laporan kondisi pasien yang isolasi mandiri untuk pemantauan; Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Melakukan pelaporan dengan lebih praktis,"Rp1.000.000,00 - Rp2.000.000,00",Ya,arief rahman
2021/03/04 14:27:44,Mahasiswa Praktik Kerja Lapangan,Dinas Kesehatan,1998,Wanita,Diploma/S1,Mengikuti sebagian,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Sulit,Biaya internet yang mahal; Jaringan internet yang tidak bagus; Perangkat yang di gunakan terkadang bermasalah,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,
2021/03/04 14:26:29,Surveilans/Petugas Pelacakan Kontak,Puskesmas,1977,Wanita,Diploma/S1,Mengikuti secara penuh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Mudah,Biaya internet yang mahal; Jaringan internet yang tidak bagus; Tidak terbiasa melakukan aktivitas online,Petunjuk Teknis (Juknis); Diskusi dengan rekan sesama tenaga kesehatan; Diklat/seminar/pelatihan; Internet,"Membantu anamnesa pasien; Membantu program kesehatan lain (contoh: imunisasi, DBD, posyandu); Membantu piket di posko P3K",Lebih dari 5 jam,Lebih dari 5 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,Kurang dari 1 jam,1-3 jam,Kurang dari 1 jam,,Puskesmas,,,,,Puskesmas,,,,"Rp100.000,00 - Rp300.000,00","Rp300.001,00 - Rp500.000,00",,"Alamat kasus konfirmasi tidak sesuai dengan domisili; Nomor kontak (hp, telp rumah, dll) tidak lengkap/tidak tersedia; Keterlambatan rilis informasi kasus",Kasus Konfirmasi tidak terbuka (tidak mau memberi tahu siapa saja kontak eratnya); Kasus Konfirmasi tidak mengingat (lupa) riwayat perjalanannya; Kasus Konfirmasi tidak mengingat (lupa) riwayat kontaknya,Kontak erat atau kasus konfirmasi tidak merespon telepon atau pesan yang dikirim; Tidak menerima akan statusnya sebagai kontak erat atau kasus konfirmasi; Kasus konfirmasi atau kontak erat tidak mau memberikan informasi yang dibutuhkan,Informasi yang diberikan kasus konfirmasi atau kontak erat kurang lengkap,Kekurangan SDM untuk melakukan pelaporan,3,Kontak erat/kasus konfirmasi berhasil dihubungi; Kontak erat/kasus konfirmasi menjawab pesan/telepon; Kontak erat/kasus konfirmasi mematuhi anjuran dan isolasi,WhatsApp; Email,WhatsApp; Telepon; Kunjungan langsung,Form PE kertas; Form Excel,Form Excel; WhatsApp Group; Email,2-3 hari sekali,3,3,Mendapatkan nomor hp dan alamat pasien yang bisa dihubungi; Memperoleh data secara cepat dan akurat tentang riwayat pasien; Menerima hasil swab secara cepat,"Lebih dari Rp 4.000.000,00",Ya,FITRI MARIA ZAINAL
2021/03/04 14:22:32,Relawan,Dinas Kesehatan,1999,Wanita,Diploma/S1,Mengikuti sebagian,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handphone,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus,Diskusi dengan rekan sesama tenaga kesehatan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,Sylvana
2021/03/04 14:22:15,Relawan,Dinas Kesehatan,1998,Wanita,Diploma/S1,Mengikuti sebagian,Ya,Entri dan rekap data,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat setuju,Setuju,Netral,Sangat setuju,Sangat setuju,Sangat setuju,Sangat setuju,Tidak setuju,Netral,Setuju,Setuju,Netral,Sangat setuju,Setuju,Tidak setuju,Netral,"Mendapatkan informasi terkini dan valid mengenai penyebaran COVID-19; Menciptakan ketenangan dalam bekerja, dengan informasi yang jelas dan situasi terkini terkait COVID-19; Mendapatkan panduan untuk perlindungan terhadap diri sendiri dan keluarga dalam situasi pandemi; Adanya insentif; Mengikuti arahan dari otoritas yang lebih tinggi",Melindungi masyarakat dari risiko penyebaran COVID-19; Memberikan edukasi mengenai pelacakan kontak; Berperan aktif dalam mengatasi pandemi; Melaksanakan arahan otoritas yang lebih tinggi; Adanya insentif tambahan,Pemahaman terhadap situasi pandemi yang dialami masyarakat setempat di suatu wilayah; Pelibatan wakil masyarakat setempat dalam lacak kontak di suatu wilayah; Adanya upaya untuk membangun kepercayaan dan keterlibatan masyarakat dalam lacak kontak,Laptop,Lebih dari 5 jam,Mudah,Jaringan internet yang tidak bagus,Diskusi dengan rekan sesama tenaga kesehatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tidak,
2021/03/04 14:21:51,ATLM,Puskesmas,1979,Wanita,Diploma/S1,Tidak mengikuti,Tidak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1-3 jam,Mudah,Jaringan internet yang tidak bagus,Petunjuk Teknis (Juknis); Diklat/seminar/pelatihan; Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ya,DWI HASTUTI
